id,psp_id,psp_desc,ente_cf,ente_desc,ente_cap,ente_prov,pag_importo,pag_data,tipo_dovuto
43815365,BPMOIT22,BPER Banca S.p.A.,08558150150,Autostrada Pedemontana Lombarda Spa,20159,MI,7.68,2026-01-21T00:00:00.000,solleciti
43815364,ABI03015,FinecoBank Banca Fineco S.p.A.,80002950147,Provincia di Sondrio,23100,SO,45.40,2026-01-21T00:00:00.000,mg_sanzioni_cds
43815363,ABI03015,FinecoBank Banca Fineco S.p.A.,00761890177,Comune di Brescia,25121,BS,29.40,2026-01-21T00:00:00.000,ts_sanamm
43815362,POSOIT22XXX,Banca Popolare di Sondrio,09319650967,ASST Ovest Milanese,20025,MI,132.00,2026-01-21T00:00:00.000,TICKET_SANITARIO
43815361,WOLLNLB1,Worldpay BV,80050050154,Regione Lombardia,20124,MI,251.01,2026-01-21T00:00:00.000,Tassa Auto
43815360,BCITITMM,Intesa Sanpaolo S.p.A,04114450168,ASST di Bergamo Ovest,24047,BG,36.00,2026-01-21T00:00:00.000,TICKET_SANITARIO
43815359,CIPBITMM,Nexi,80002130195,Provincia di Cremona,26100,CR,47.62,2026-01-21T00:00:00.000,mun_violazioni_cds
43815358,MOONITMMXXX,MOONEY S.P.A.,02032910156,Comune di Novate Milanese,20026,MI,249.76,2026-01-21T00:00:00.000,pj_rettenido
43815357,BCITITMM,Intesa Sanpaolo S.p.A,08558150150,Autostrada Pedemontana Lombarda Spa,20159,MI,1.80,2026-01-21T00:00:00.000,pedaggi
43815356,ABI03015,FinecoBank Banca Fineco S.p.A.,00293540175,Comune di Travagliato,25039,BS,20.00,2026-01-21T00:00:00.000,dirittivari2
43815355,CIPBITMM,Nexi,80050050154,Regione Lombardia,20124,MI,271.39,2026-01-21T00:00:00.000,Tassa Auto
43815354,ABI03069,Intesa Sanpaolo S.p.A,09323530965,ASST Rhodense,20024,MI,17.90,2026-01-21T00:00:00.000,TICKET_SANITARIO
43815353,ABI03069,Intesa Sanpaolo S.p.A,00186490181,Comune di Voghera,27058,PV,29.40,2026-01-21T00:00:00.000,in_violazione_cds
43815352,PPAYITR1XXX,Postepay,02613080189,ASST di Pavia,27100,PV,33.60,2026-01-21T00:00:00.000,TICKET_SANITARIO
43815351,CIPBITMM,Nexi,09323530965,ASST Rhodense,20024,MI,30.30,2026-01-21T00:00:00.000,TICKET_SANITARIO
43815349,SATYLUL1,Satispay,09321970965,ASST Santi Paolo e Carlo,20142,MI,17.90,2026-01-21T00:00:00.000,TICKET_SANITARIO
43815348,LB000484,Revolut Payments UAB,00761890177,Comune di Brescia,25121,BS,29.40,2026-01-21T00:00:00.000,ts_sanamm
43815347,ABI05034,Banco BPM S.p.A.,00801220153,Comune di Bollate,20021,MI,147.96,2026-01-21T00:00:00.000,pj_mensascolastica
43815346,POSOIT22XXX,Banca Popolare di Sondrio,08558150150,Autostrada Pedemontana Lombarda Spa,20159,MI,5.27,2026-01-21T00:00:00.000,solleciti
43815345,ABI05034,Banco BPM S.p.A.,00801220153,Comune di Bollate,20021,MI,158.92,2026-01-21T00:00:00.000,pj_mensascolastica
43815344,ABI03069,Intesa Sanpaolo S.p.A,08558150150,Autostrada Pedemontana Lombarda Spa,20159,MI,5.01,2026-01-21T00:00:00.000,solleciti
43815341,LB000484,Revolut Payments UAB,08558150150,Autostrada Pedemontana Lombarda Spa,20159,MI,9.48,2026-01-21T00:00:00.000,solleciti
43815340,BCITITMM,Intesa Sanpaolo S.p.A,80050050154,Regione Lombardia,20124,MI,16.00,2026-01-21T00:00:00.000,MARCA_BOLLO_DIGITALE
43815339,SELBIT2B,Banca Sella S.p.A.,84507570152,Comune di Lodi,26900,LO,34.00,2026-01-21T00:00:00.000,mg_tari
43815336,UNCRITMM,UniCredit S.p.A.,04724150968,Fondazione IRCCS Ca Granda Ospedale Maggiore Policlinico,20122,MI,152.00,2026-01-21T00:00:00.000,TICKET_SANITARIO
43815335,BPMOIT22,BPER Banca S.p.A.,82000950160,Comune di Bonate Sopra,24040,BG,137.85,2026-01-21T00:00:00.000,in_violazione_cds
43815334,ABI03069,Intesa Sanpaolo S.p.A,04724150968,Fondazione IRCCS Ca Granda Ospedale Maggiore Policlinico,20122,MI,25.00,2026-01-21T00:00:00.000,TICKET_SANITARIO
43815333,BCITITMM,Intesa Sanpaolo S.p.A,80050050154,Regione Lombardia,20124,MI,20.00,2026-01-21T00:00:00.000,Tassa Auto
43815332,BPMOIT22,BPER Banca S.p.A.,04114450168,ASST di Bergamo Ovest,24047,BG,36.00,2026-01-21T00:00:00.000,TICKET_SANITARIO
43815331,ABI03385,Isy Bank S.p.A.,04724150968,Fondazione IRCCS Ca Granda Ospedale Maggiore Policlinico,20122,MI,17.90,2026-01-21T00:00:00.000,TICKET_SANITARIO
43815330,LB000484,Revolut Payments UAB,80005370137,Comune di Como,22100,CO,62.40,2026-01-21T00:00:00.000,meg_violazioni_cds
43815329,MOONITMMXXX,MOONEY S.P.A.,09321970965,ASST Santi Paolo e Carlo,20142,MI,222.00,2026-01-21T00:00:00.000,TICKET_SANITARIO
43815328,ABI03069,Intesa Sanpaolo S.p.A,08558150150,Autostrada Pedemontana Lombarda Spa,20159,MI,5.27,2026-01-21T00:00:00.000,solleciti
43815327,CIPBITMM,Nexi,00828590158,Comune di San Donato Milanese,20097,MI,64.17,2026-01-21T00:00:00.000,REFEZ
43815325,CIPBITMM,Nexi,01310880156,Comune di Abbiategrasso,20081,MI,327.27,2026-01-21T00:00:00.000,retteasilonido
43815324,LB000484,Revolut Payments UAB,08558150150,Autostrada Pedemontana Lombarda Spa,20159,MI,4.59,2026-01-21T00:00:00.000,solleciti
43815307,WOLLNLB1,Worldpay BV,09319690963,ASST Fatebenefratelli Sacco,20157,MI,30.50,2026-01-21T00:00:00.000,PRENOTA_SALUTE
43815306,LB000484,Revolut Payments UAB,08558150150,Autostrada Pedemontana Lombarda Spa,20159,MI,5.68,2026-01-21T00:00:00.000,solleciti
43815305,CIPBITMM,Nexi,00828590158,Comune di San Donato Milanese,20097,MI,30.69,2026-01-21T00:00:00.000,REFEZ
43815502,ABI03069,Intesa Sanpaolo S.p.A,08558150150,Autostrada Pedemontana Lombarda Spa,20159,MI,4.56,2026-01-21T00:00:00.000,solleciti
43815501,PPAYITR1XXX,Postepay,08911820960,Citta' Metropolitana di Milano,20122,MI,10.00,2026-01-21T00:00:00.000,tassaconcorsi
43815500,CIPBITMM,Nexi,00945980175,Comune di Gussago,25064,BS,36.20,2026-01-21T00:00:00.000,in_violazione_cds
43815499,ABI03069,Intesa Sanpaolo S.p.A,02613080189,ASST di Pavia,27100,PV,28.00,2026-01-21T00:00:00.000,TICKET_SANITARIO
43815498,ABI03069,Intesa Sanpaolo S.p.A,08558150150,Autostrada Pedemontana Lombarda Spa,20159,MI,4.21,2026-01-21T00:00:00.000,solleciti
43815497,ABI03069,Intesa Sanpaolo S.p.A,04114370168,ASST Papa Giovanni XXIII,24127,BG,132.00,2026-01-21T00:00:00.000,TICKET_SANITARIO
43815496,ABI03296,Banca Fideuram,08558150150,Autostrada Pedemontana Lombarda Spa,20159,MI,12.77,2026-01-21T00:00:00.000,solleciti
43815495,ABI03069,Intesa Sanpaolo S.p.A,00801220153,Comune di Bollate,20021,MI,70.00,2026-01-21T00:00:00.000,dirittisegreteria
43815494,BPMOIT22,BPER Banca S.p.A.,00761890177,Comune di Brescia,25121,BS,18.20,2026-01-21T00:00:00.000,ts_sanamm
43815493,ABI03069,Intesa Sanpaolo S.p.A,80005370137,Comune di Como,22100,CO,162.00,2026-01-21T00:00:00.000,TC_SERVIZI_CIMITERIALI
