id,psp_id,psp_desc,ente_cf,ente_desc,ente_cap,ente_prov,pag_importo,pag_data,tipo_dovuto
43394694,CIPBITMM,Nexi,04724150968,Fondazione IRCCS Ca Granda Ospedale Maggiore Policlinico,20122,MI,36.00,2026-01-08T00:00:00.000,TICKET_SANITARIO
43394693,PPAYITR1XXX,Postepay,09319690963,ASST Fatebenefratelli Sacco,20157,MI,28.00,2026-01-08T00:00:00.000,TICKET_SANITARIO
43394692,BPMOIT22,BPER Banca S.p.A.,00634160170,Comune di Rezzato,25086,BS,29.40,2026-01-08T00:00:00.000,in_violazione_cds
43394691,WOLLNLB1,Worldpay BV,04724150968,Fondazione IRCCS Ca Granda Ospedale Maggiore Policlinico,20122,MI,36.00,2026-01-08T00:00:00.000,PRENOTA_SALUTE
43394690,ABI08374,Banca di Credito Cooperativo di Barlassina (Milano) - soc.coop.,00761890177,Comune di Brescia,25121,BS,34.20,2026-01-08T00:00:00.000,ts_sanamm
43394689,SATYLUL1,Satispay,01495680157,Comune di Carate Brianza,20841,MB,32.00,2026-01-08T00:00:00.000,mg_post_scuola
43394688,BCITITMM,Intesa Sanpaolo S.p.A,03510190121,ASST Valle Olona,21052,VA,25.00,2026-01-08T00:00:00.000,TICKET_SANITARIO
43394687,MOONITMMXXX,MOONEY S.P.A.,00880000153,Comune di Corsico,20094,MI,95.00,2026-01-08T00:00:00.000,ads_rifiuti_ac
43394686,ABI03062,Banca Mediolanum SpA,02613080189,ASST di Pavia,27100,PV,17.90,2026-01-08T00:00:00.000,TICKET_SANITARIO
43394685,SATYLUL1,Satispay,09315660960,ASST Grande Ospedale Metropolitano Niguarda,20162,MI,36.00,2026-01-08T00:00:00.000,TICKET_SANITARIO
43394684,MOONITMMXXX,MOONEY S.P.A.,09320650964,ASST Melegnano e della Martesana,20070,MI,11.60,2026-01-08T00:00:00.000,PRENOTA_SALUTE
43394683,POSOIT22XXX,Banca Popolare di Sondrio,04114450168,ASST di Bergamo Ovest,24047,BG,25.00,2026-01-08T00:00:00.000,TICKET_SANITARIO
43394682,BCITITMM,Intesa Sanpaolo S.p.A,02481970206,ATS della Val Padana,46100,MN,10.33,2026-01-08T00:00:00.000,ATS327_BAN_CON
43394660,ABI08386,CRA BINASCO - CREDITO COOPERATIVO S.C.,01310880156,Comune di Abbiategrasso,20081,MI,89.90,2026-01-08T00:00:00.000,prepostscuola
43394659,ABI03058,CheBanca! S.p.A.,08558150150,Autostrada Pedemontana Lombarda Spa,20159,MI,7.30,2026-01-08T00:00:00.000,solleciti
43394658,BNLIITRR,Worldline,02613080189,ASST di Pavia,27100,PV,482.00,2026-01-08T00:00:00.000,TICKET_SANITARIO
43394657,ABI03069,Intesa Sanpaolo S.p.A,03622110132,ASST Lariana,22100,CO,36.00,2026-01-08T00:00:00.000,TICKET_SANITARIO
43394656,WOLLNLB1,Worldpay BV,00801220153,Comune di Bollate,20021,MI,272.70,2026-01-08T00:00:00.000,pj_rettenido
43394655,CIPBITMM,Nexi,08558150150,Autostrada Pedemontana Lombarda Spa,20159,MI,7.04,2026-01-08T00:00:00.000,solleciti
43394654,BPMOIT22,BPER Banca S.p.A.,00632150173,Comune di Rodengo Saiano,25050,BS,68.18,2026-01-08T00:00:00.000,MENSA_RL
43394653,ABI08453,BANCA DI CREDITO COOPERATIVO DI MILANO S.c.,00347880163,Comune di Sovere,24060,BG,29.40,2026-01-08T00:00:00.000,in_violazione_cds
43394652,CIPBITMM,Nexi,02613080189,ASST di Pavia,27100,PV,25.40,2026-01-08T00:00:00.000,PRENOTA_SALUTE
43394651,ABI03069,Intesa Sanpaolo S.p.A,86502820151,Comune di Pero,20016,MI,62.29,2026-01-08T00:00:00.000,mg_violazioni_cds
43394650,BCITITMM,Intesa Sanpaolo S.p.A,04114450168,ASST di Bergamo Ovest,24047,BG,36.00,2026-01-08T00:00:00.000,PRENOTA_SALUTE
43394649,ABI03069,Intesa Sanpaolo S.p.A,03775660982,ASST del Garda,25015,BS,21.40,2026-01-08T00:00:00.000,TICKET_SANITARIO
43394648,CIPBITMM,Nexi,80050050154,Regione Lombardia,20124,MI,23.00,2026-01-08T00:00:00.000,Licenza di Pesca
43394647,BCITITMM,Intesa Sanpaolo S.p.A,80050050154,Regione Lombardia,20124,MI,106.93,2026-01-08T00:00:00.000,RL_BIL_PAGOPAPOST
43394619,CIPBITMM,Nexi,03775820982,ASST della Franciacorta,25032,BS,25.00,2026-01-08T00:00:00.000,ASST722_PARK
43394617,CRPPIT2PXXX,Crédit Agricole Cariparma S.p.A.,02613080189,ASST di Pavia,27100,PV,17.90,2026-01-08T00:00:00.000,TICKET_SANITARIO
43394616,BNLIITRR,Worldline,00186490181,Comune di Voghera,27058,PV,29.40,2026-01-08T00:00:00.000,in_violazione_cds
