id,psp_id,psp_desc,ente_cf,ente_desc,ente_cap,ente_prov,pag_importo,pag_data,tipo_dovuto
43360967,ABI03069,Intesa Sanpaolo S.p.A,00233930130,Comune di Cantù,22063,CO,55.00,2026-01-07T00:00:00.000,mg_rifiuti_ap
43360966,BCITITMM,Intesa Sanpaolo S.p.A,80050050154,Regione Lombardia,20124,MI,383.98,2026-01-07T00:00:00.000,Tassa Auto
43360965,BCITITMM,Intesa Sanpaolo S.p.A,80050050154,Regione Lombardia,20124,MI,260.10,2026-01-07T00:00:00.000,Tassa Auto
43360964,BCITITMM,Intesa Sanpaolo S.p.A,80050050154,Regione Lombardia,20124,MI,129.83,2026-01-07T00:00:00.000,Tassa Auto
43360963,BCITITMM,Intesa Sanpaolo S.p.A,80050050154,Regione Lombardia,20124,MI,134.26,2026-01-07T00:00:00.000,Tassa Auto
43360962,WOLLNLB1,Worldpay BV,02030880153,Comune di Monza,20900,MI,223.50,2026-01-07T00:00:00.000,pd_mensascolastica
43360961,CRPPIT2PXXX,Crédit Agricole Cariparma S.p.A.,04724150968,Fondazione IRCCS Ca Granda Ospedale Maggiore Policlinico,20122,MI,25.00,2026-01-07T00:00:00.000,TICKET_SANITARIO
43360960,SELBIT2B,Banca Sella S.p.A.,03029240151,Comune di Trezzano Sul Naviglio,20090,MI,43.00,2026-01-07T00:00:00.000,app_mensascolastica
43360959,ABI05034,Banco BPM S.p.A.,08558150150,Autostrada Pedemontana Lombarda Spa,20159,MI,7.04,2026-01-07T00:00:00.000,solleciti
43360958,MOONITMMXXX,MOONEY S.P.A.,80050050154,Regione Lombardia,20124,MI,22.97,2026-01-07T00:00:00.000,Tassa Auto
43360957,BCITITMM,Intesa Sanpaolo S.p.A,09319690963,ASST Fatebenefratelli Sacco,20157,MI,25.00,2026-01-07T00:00:00.000,TICKET_SANITARIO
43360913,BCITITMM,Intesa Sanpaolo S.p.A,00430660134,Comune di Erba,22036,CO,160.00,2026-01-07T00:00:00.000,pd_mensascolastica
43360912,BNLIITRR,Worldline,83005620154,Comune di Limbiate,20812,MB,155.00,2026-01-07T00:00:00.000,mg_rifiuti_ac
43360911,CIPBITMM,Nexi,01629350198,ASST di Crema,26013,CR,25.40,2026-01-07T00:00:00.000,PRENOTA_SALUTE
43360910,CIPBITMM,Nexi,80050050154,Regione Lombardia,20124,MI,126.01,2026-01-07T00:00:00.000,Tassa Auto
43360909,ABI02008,Unicredit S.p.A,80008750178,Provincia di Brescia,25121,BS,35.00,2026-01-07T00:00:00.000,os_verbali_pp
43360908,SELBIT2B,Banca Sella S.p.A.,04114450168,ASST di Bergamo Ovest,24047,BG,16.80,2026-01-07T00:00:00.000,TICKET_SANITARIO
43360907,ABI03069,Intesa Sanpaolo S.p.A,08558150150,Autostrada Pedemontana Lombarda Spa,20159,MI,5.71,2026-01-07T00:00:00.000,solleciti
43360906,CIPBITMM,Nexi,80050050154,Regione Lombardia,20124,MI,131.02,2026-01-07T00:00:00.000,Tassa Auto
43360905,PPAYITR1XXX,Postepay,85001870188,Comune di Vigevano,27029,PV,10.00,2026-01-07T00:00:00.000,syg_concorsi
43360904,SELBIT2B,Banca Sella S.p.A.,09319690963,ASST Fatebenefratelli Sacco,20157,MI,33.00,2026-01-07T00:00:00.000,TICKET_SANITARIO
43360903,SELBIT2B,Banca Sella S.p.A.,04114450168,ASST di Bergamo Ovest,24047,BG,17.90,2026-01-07T00:00:00.000,TICKET_SANITARIO
43360902,SELBIT2B,Banca Sella S.p.A.,09315660960,ASST Grande Ospedale Metropolitano Niguarda,20162,MI,26.20,2026-01-07T00:00:00.000,PRENOTA_SALUTE
43360901,PPAYITR1XXX,Postepay,00828590158,Comune di San Donato Milanese,20097,MI,153.20,2026-01-07T00:00:00.000,REFEZ
43360897,CIPBITMM,Nexi,08558150150,Autostrada Pedemontana Lombarda Spa,20159,MI,18.77,2026-01-07T00:00:00.000,solleciti
43360896,PPAYITR1XXX,Postepay,03519480150,Comune di Senago,20030,MI,257.00,2026-01-07T00:00:00.000,si_prepostscuola
43360895,SELBIT2B,Banca Sella S.p.A.,03510190121,ASST Valle Olona,21052,VA,35.00,2026-01-07T00:00:00.000,TICKET_SANITARIO
43360894,CIPBITMM,Nexi,88000590179,Comune di Dello,25020,BS,50.00,2026-01-07T00:00:00.000,app_mensascolastica
43360893,CIPBITMM,Nexi,88000590179,Comune di Dello,25020,BS,50.00,2026-01-07T00:00:00.000,app_mensascolastica
43360892,CIPBITMM,Nexi,00828590158,Comune di San Donato Milanese,20097,MI,123.36,2026-01-07T00:00:00.000,REFEZ
43361019,ABI03069,Intesa Sanpaolo S.p.A,08558150150,Autostrada Pedemontana Lombarda Spa,20159,MI,4.92,2026-01-07T00:00:00.000,solleciti
43361018,ABI03069,Intesa Sanpaolo S.p.A,03476900158,Comune di Mesero,20010,MI,74.10,2026-01-07T00:00:00.000,pj_mensascolastica
43361017,ABI03069,Intesa Sanpaolo S.p.A,00662800168,Comune di Cavernago,24050,BG,269.72,2026-01-07T00:00:00.000,pastidomiciliari
43361016,ABI03069,Intesa Sanpaolo S.p.A,84507570152,Comune di Lodi,26900,LO,174.00,2026-01-07T00:00:00.000,mg_tari
43361015,BCITITMM,Intesa Sanpaolo S.p.A,08558150150,Autostrada Pedemontana Lombarda Spa,20159,MI,5.10,2026-01-07T00:00:00.000,pedaggi
43361014,ABI03069,Intesa Sanpaolo S.p.A,09320520969,ATS della Citta' Metropolitana di Milano,20122,MI,336.32,2026-01-07T00:00:00.000,ATS321_DIFF
43361013,ABI03069,Intesa Sanpaolo S.p.A,03510190121,ASST Valle Olona,21052,VA,36.00,2026-01-07T00:00:00.000,TICKET_SANITARIO
43361012,BCITITMM,Intesa Sanpaolo S.p.A,00761890177,Comune di Brescia,25121,BS,73.59,2026-01-07T00:00:00.000,ts_sanamm
43361011,ABI03069,Intesa Sanpaolo S.p.A,00721860138,Comune di Annone di Brianza,23841,LC,777.51,2026-01-07T00:00:00.000,LOCAZIONE_RL
43361010,ABI03069,Intesa Sanpaolo S.p.A,00232910166,Comune di Dalmine,24044,BG,54.00,2026-01-07T00:00:00.000,tari_ac
43361009,ABI03069,Intesa Sanpaolo S.p.A,00761890177,Comune di Brescia,25121,BS,51.60,2026-01-07T00:00:00.000,arc_sssemiresiddiur
43361008,ABI03069,Intesa Sanpaolo S.p.A,00761890177,Comune di Brescia,25121,BS,255.53,2026-01-07T00:00:00.000,mensascolasticaprimaria
43361007,ABI03069,Intesa Sanpaolo S.p.A,09321970965,ASST Santi Paolo e Carlo,20142,MI,17.90,2026-01-07T00:00:00.000,TICKET_SANITARIO
43361006,SATYLUL1,Satispay,80050050154,Regione Lombardia,20124,MI,246.14,2026-01-07T00:00:00.000,Tassa Auto
43361005,CRPPIT2PXXX,Crédit Agricole Cariparma S.p.A.,02613080189,ASST di Pavia,27100,PV,36.00,2026-01-07T00:00:00.000,TICKET_SANITARIO
