id,psp_id,psp_desc,ente_cf,ente_desc,ente_cap,ente_prov,pag_importo,pag_data,tipo_dovuto
44535305,CIPBITMM,Nexi,80050050154,Regione Lombardia,20124,MI,167.51,2026-02-17T00:00:00.000,Tassa Auto
44535304,CIPBITMM,Nexi,04724150968,Fondazione IRCCS Ca Granda Ospedale Maggiore Policlinico,20122,MI,18.00,2026-02-17T00:00:00.000,TICKET_SANITARIO
44535303,CIPBITMM,Nexi,09319690963,ASST Fatebenefratelli Sacco,20157,MI,15.00,2026-02-17T00:00:00.000,ASST703_TASSACONCORSO
44535302,BCITITMM,Intesa Sanpaolo S.p.A,80050050154,Regione Lombardia,20124,MI,159.85,2026-02-17T00:00:00.000,Tassa Auto
44535301,MOONITMMXXX,MOONEY S.P.A.,02481970206,ATS della Val Padana,46100,MN,2278.00,2026-02-17T00:00:00.000,ATS327_SAN_SPSAL
44535300,SELBIT2B,Banca Sella S.p.A.,80050050154,Regione Lombardia,20124,MI,209.80,2026-02-17T00:00:00.000,Tassa Auto
44535299,ABI02008,Unicredit S.p.A,80005370137,Comune di Como,22100,CO,77.55,2026-02-17T00:00:00.000,meg_violazioni_cds
44535298,BCITITMM,Intesa Sanpaolo S.p.A,80050050154,Regione Lombardia,20124,MI,148.78,2026-02-17T00:00:00.000,Tassa Auto
44535297,CIPBITMM,Nexi,04724150968,Fondazione IRCCS Ca Granda Ospedale Maggiore Policlinico,20122,MI,36.00,2026-02-17T00:00:00.000,TICKET_SANITARIO
44535296,MOONITMMXXX,MOONEY S.P.A.,08558150150,Autostrada Pedemontana Lombarda Spa,20159,MI,30.60,2026-02-17T00:00:00.000,pedaggi
44535295,SELBIT2B,Banca Sella S.p.A.,09323530965,ASST Rhodense,20024,MI,10.00,2026-02-17T00:00:00.000,ASST706_CP_CART_CLI
44535294,BCITITMM,Intesa Sanpaolo S.p.A,80050050154,Regione Lombardia,20124,MI,206.01,2026-02-17T00:00:00.000,Tassa Auto
44535293,BCITITMM,Intesa Sanpaolo S.p.A,09319650967,ASST Ovest Milanese,20025,MI,22.34,2026-02-17T00:00:00.000,TICKET_SANITARIO
44535292,ABI03062,Banca Mediolanum SpA,03775820982,ASST della Franciacorta,25032,BS,17.90,2026-02-17T00:00:00.000,PRENOTA_SALUTE
44535291,BCITITMM,Intesa Sanpaolo S.p.A,09321970965,ASST Santi Paolo e Carlo,20142,MI,36.00,2026-02-17T00:00:00.000,TICKET_SANITARIO
44535290,CIPBITMM,Nexi,80050050154,Regione Lombardia,20124,MI,89.01,2026-02-17T00:00:00.000,Tassa Auto
44535289,BNLIITRR,Worldline,80050050154,Regione Lombardia,20124,MI,156.84,2026-02-17T00:00:00.000,Tassa Auto
44535286,MOONITMMXXX,MOONEY S.P.A.,00308140128,Comune di Azzate,21022,VA,142.78,2026-02-17T00:00:00.000,doposcuola
44535259,ABI03069,Intesa Sanpaolo S.p.A,01629350198,ASST di Crema,26013,CR,17.80,2026-02-17T00:00:00.000,TICKET_SANITARIO
44535258,CIPBITMM,Nexi,00297960197,Comune di Cremona,26100,CR,66.60,2026-02-17T00:00:00.000,is_violazioni_cds
44535257,LB000484,Revolut Payments UAB,00761890177,Comune di Brescia,25121,BS,78.21,2026-02-17T00:00:00.000,mensascolasticaprimaria
44535256,MOONITMMXXX,MOONEY S.P.A.,03510190121,ASST Valle Olona,21052,VA,36.00,2026-02-17T00:00:00.000,PRENOTA_SALUTE
44535255,POSOIT22XXX,Banca Popolare di Sondrio,80050050154,Regione Lombardia,20124,MI,97.63,2026-02-17T00:00:00.000,Tassa Auto
44535254,WOLLNLB1,Worldpay BV,80050050154,Regione Lombardia,20124,MI,21.28,2026-02-17T00:00:00.000,Tassa Auto
44535253,MOONITMMXXX,MOONEY S.P.A.,03622120131,ASST di Lecco,23900,LC,36.00,2026-02-17T00:00:00.000,PRENOTA_SALUTE
44535252,SELBIT2B,Banca Sella S.p.A.,09323530965,ASST Rhodense,20024,MI,10.00,2026-02-17T00:00:00.000,ASST706_CP_CART_CLI
44535251,SATYLUL1,Satispay,09320420962,ASST Nord Milano,20099,MI,36.00,2026-02-17T00:00:00.000,PRENOTA_SALUTE
44535250,ABI03069,Intesa Sanpaolo S.p.A,03622110132,ASST Lariana,22100,CO,17.90,2026-02-17T00:00:00.000,TICKET_SANITARIO
44535249,ABI03069,Intesa Sanpaolo S.p.A,08558150150,Autostrada Pedemontana Lombarda Spa,20159,MI,5.27,2026-02-17T00:00:00.000,solleciti
44535248,ABI03069,Intesa Sanpaolo S.p.A,03622110132,ASST Lariana,22100,CO,16.80,2026-02-17T00:00:00.000,TICKET_SANITARIO
44535247,ABI03069,Intesa Sanpaolo S.p.A,08558150150,Autostrada Pedemontana Lombarda Spa,20159,MI,4.89,2026-02-17T00:00:00.000,solleciti
44535246,MOONITMMXXX,MOONEY S.P.A.,00761890177,Comune di Brescia,25121,BS,39.20,2026-02-17T00:00:00.000,violazionecodicestrada
44535245,CIPBITMM,Nexi,83503550150,Comune di Rodano,20053,MI,22.21,2026-02-17T00:00:00.000,emiss_cie
44535244,BNLIITRR,Worldline,09321970965,ASST Santi Paolo e Carlo,20142,MI,30.30,2026-02-17T00:00:00.000,TICKET_SANITARIO
44535243,LB000484,Revolut Payments UAB,08558150150,Autostrada Pedemontana Lombarda Spa,20159,MI,5.59,2026-02-17T00:00:00.000,solleciti
44535242,BCITITMM,Intesa Sanpaolo S.p.A,03510190121,ASST Valle Olona,21052,VA,25.40,2026-02-17T00:00:00.000,PRENOTA_SALUTE
44535233,WOLLNLB1,Worldpay BV,09323530965,ASST Rhodense,20024,MI,25.82,2026-02-17T00:00:00.000,ASST706_BANDI
44535232,BCITITMM,Intesa Sanpaolo S.p.A,80005370137,Comune di Como,22100,CO,71.90,2026-02-17T00:00:00.000,meg_violazioni_cds
44535231,CIPBITMM,Nexi,03807550136,Comune di Solbiate Con Cagno,22043,CO,121.10,2026-02-17T00:00:00.000,in_violazione_cdspl
44535358,MOONITMMXXX,MOONEY S.P.A.,08558150150,Autostrada Pedemontana Lombarda Spa,20159,MI,8.26,2026-02-17T00:00:00.000,solleciti
44535357,ABI03069,Intesa Sanpaolo S.p.A,00988090148,ASST della Valtellina e dell'Alto Lario,23100,SO,933.11,2026-02-17T00:00:00.000,ASST713_AFFITTI
44535356,ABI03069,Intesa Sanpaolo S.p.A,03510190121,ASST Valle Olona,21052,VA,17.90,2026-02-17T00:00:00.000,TICKET_SANITARIO
44535355,ABI03069,Intesa Sanpaolo S.p.A,00828590158,Comune di San Donato Milanese,20097,MI,71.68,2026-02-17T00:00:00.000,CASASPESE
44535354,CIPBITMM,Nexi,08558150150,Autostrada Pedemontana Lombarda Spa,20159,MI,4.59,2026-02-17T00:00:00.000,solleciti
44535353,ABI03296,Banca Fideuram,03775660982,ASST del Garda,25015,BS,25.00,2026-02-17T00:00:00.000,TICKET_SANITARIO
44535352,ABI03069,Intesa Sanpaolo S.p.A,09314320962,ASST della Brianza,20871,MB,36.00,2026-02-17T00:00:00.000,TICKET_SANITARIO
44535351,BCITITMM,Intesa Sanpaolo S.p.A,09319690963,ASST Fatebenefratelli Sacco,20157,MI,15.00,2026-02-17T00:00:00.000,ASST703_TASSACONCORSO
44535350,ABI03069,Intesa Sanpaolo S.p.A,04724150968,Fondazione IRCCS Ca Granda Ospedale Maggiore Policlinico,20122,MI,28.20,2026-02-17T00:00:00.000,TICKET_SANITARIO
44535349,ABI03069,Intesa Sanpaolo S.p.A,80005370137,Comune di Como,22100,CO,29.40,2026-02-17T00:00:00.000,meg_violazioni_cds
44535348,ABI03069,Intesa Sanpaolo S.p.A,00232910166,Comune di Dalmine,24044,BG,2007.28,2026-02-17T00:00:00.000,mg_cimiteriali
44535347,ABI03069,Intesa Sanpaolo S.p.A,01082050152,Comune di Casorezzo,20010,MI,44.50,2026-02-17T00:00:00.000,cie
44535346,ABI03069,Intesa Sanpaolo S.p.A,09320520969,ATS della Citta' Metropolitana di Milano,20122,MI,67.40,2026-02-17T00:00:00.000,ATS321_DIFF
44535345,ABI03069,Intesa Sanpaolo S.p.A,00761890177,Comune di Brescia,25121,BS,29.40,2026-02-17T00:00:00.000,ts_sanamm
44535344,CIPBITMM,Nexi,80050050154,Regione Lombardia,20124,MI,23.00,2026-02-17T00:00:00.000,Tassa Auto
44535343,ABI03069,Intesa Sanpaolo S.p.A,12698710964,Fondazione IRCCS San Gerardo dei Tintori di Monza,20900,MB,187.00,2026-02-17T00:00:00.000,TICKET_SANITARIO
44535342,BNLIITRR,Worldline,01629400191,ASST di Cremona,26100,CR,30.50,2026-02-17T00:00:00.000,PRENOTA_SALUTE
44535341,SELBIT2B,Banca Sella S.p.A.,09314320962,ASST della Brianza,20871,MB,30.50,2026-02-17T00:00:00.000,TICKET_SANITARIO
44535337,ABI03069,Intesa Sanpaolo S.p.A,00828590158,Comune di San Donato Milanese,20097,MI,266.13,2026-02-17T00:00:00.000,CASALOCAZ
44535336,BNLIITRR,Worldline,80005370137,Comune di Como,22100,CO,27.00,2026-02-17T00:00:00.000,vt_rappincstrad
44535335,CIPBITMM,Nexi,80050050154,Regione Lombardia,20124,MI,988.18,2026-02-17T00:00:00.000,Tassa Auto
44535334,ABI03069,Intesa Sanpaolo S.p.A,03510140126,ATS dell'Insubria,21100,VA,297.17,2026-02-17T00:00:00.000,ATS322_FAT_VET
44535333,BPPIITRRXXX,Poste Italiane S.p.A.,08558150150,Autostrada Pedemontana Lombarda Spa,20159,MI,3.83,2026-02-17T00:00:00.000,solleciti
44535332,PPAYITR1XXX,Postepay,80008750178,Provincia di Brescia,25121,BS,44.40,2026-02-17T00:00:00.000,os_verbali_pp
44535331,POSOIT22XXX,Banca Popolare di Sondrio,09320420962,ASST Nord Milano,20099,MI,152.00,2026-02-17T00:00:00.000,ASST707_DOM_LP
44535330,ABI03069,Intesa Sanpaolo S.p.A,08558150150,Autostrada Pedemontana Lombarda Spa,20159,MI,7.65,2026-02-17T00:00:00.000,solleciti
44535329,ABI03069,Intesa Sanpaolo S.p.A,00866640154,Comune di Sovico,20845,MB,93.75,2026-02-17T00:00:00.000,pastianziani
44535328,ABI03069,Intesa Sanpaolo S.p.A,08558150150,Autostrada Pedemontana Lombarda Spa,20159,MI,6.49,2026-02-17T00:00:00.000,solleciti
44535327,CIPBITMM,Nexi,09319650967,ASST Ovest Milanese,20025,MI,25.00,2026-02-17T00:00:00.000,TICKET_SANITARIO
44535326,LB000484,Revolut Payments UAB,08558150150,Autostrada Pedemontana Lombarda Spa,20159,MI,7.68,2026-02-17T00:00:00.000,solleciti
44535325,ABI03069,Intesa Sanpaolo S.p.A,00761890177,Comune di Brescia,25121,BS,4634.27,2026-02-17T00:00:00.000,sch_onerisanzioni
44535324,CIPBITMM,Nexi,09315660960,ASST Grande Ospedale Metropolitano Niguarda,20162,MI,36.00,2026-02-17T00:00:00.000,TICKET_SANITARIO
44535323,ABI03069,Intesa Sanpaolo S.p.A,00866640154,Comune di Sovico,20845,MB,125.00,2026-02-17T00:00:00.000,pastianziani
