id,psp_id,psp_desc,ente_cf,ente_desc,ente_cap,ente_prov,pag_importo,pag_data,tipo_dovuto
43729464,CIPBITMM,Nexi,80050050154,Regione Lombardia,20124,MI,159.05,2026-01-18T00:00:00.000,Tassa Auto
43729463,ABI08692,CREDITO COOPERATIVO DI BRESCIA,03775110988,ASST Degli Spedali Civili di Brescia,25123,BS,5.00,2026-01-18T00:00:00.000,ASST721_CART_CLI
43729462,POSOIT22XXX,Banca Popolare di Sondrio,00303490189,Fondazione IRCCS Policlinico S.Matteo,27100,PV,25.00,2026-01-18T00:00:00.000,TICKET_SANITARIO
43729391,WOLLNLB1,Worldpay BV,09319690963,ASST Fatebenefratelli Sacco,20157,MI,35.60,2026-01-18T00:00:00.000,TICKET_SANITARIO
43729390,SATYLUL1,Satispay,00623530136,Comune di Lecco,23900,LC,29.40,2026-01-18T00:00:00.000,mg_violazioni_cds
43729389,CIPBITMM,Nexi,00761890177,Comune di Brescia,25121,BS,29.40,2026-01-18T00:00:00.000,ts_sanamm
43729388,BCITITMM,Intesa Sanpaolo S.p.A,00303490189,Fondazione IRCCS Policlinico S.Matteo,27100,PV,122.00,2026-01-18T00:00:00.000,TICKET_SANITARIO
43729387,SELBIT2B,Banca Sella S.p.A.,80005370137,Comune di Como,22100,CO,30.40,2026-01-18T00:00:00.000,meg_preavvisi_cds
43729386,BPMOIT22,BPER Banca S.p.A.,81001250208,Comune di Redondesco,46010,MN,50.89,2026-01-18T00:00:00.000,in_violazione_cds
43729373,BCITITMM,Intesa Sanpaolo S.p.A,02613080189,ASST di Pavia,27100,PV,25.00,2026-01-18T00:00:00.000,ASST727_CONCORSI
43729372,SELBIT2B,Banca Sella S.p.A.,00761890177,Comune di Brescia,25121,BS,29.40,2026-01-18T00:00:00.000,ts_sanamm
43729371,CIPBITMM,Nexi,00634160170,Comune di Rezzato,25086,BS,121.10,2026-01-18T00:00:00.000,in_violazione_cds
43729370,ABI08430,CASSA RURALE ED ARTIGIANA DI CANTU' BCC SOC. COOP.,00233930130,Comune di Cantù,22063,CO,390.00,2026-01-18T00:00:00.000,mg_rifiuti_ap
43729478,BCITITMM,Intesa Sanpaolo S.p.A,80050050154,Regione Lombardia,20124,MI,228.17,2026-01-18T00:00:00.000,Tassa Auto
43729477,WOLLNLB1,Worldpay BV,00296180185,Comune di Pavia,27100,PV,197.40,2026-01-18T00:00:00.000,ASIL2
43729476,ABI02008,Unicredit S.p.A,85001810184,Comune di Garlasco,27026,PV,37.40,2026-01-18T00:00:00.000,in_violazione_cds
43729475,MOONITMMXXX,MOONEY S.P.A.,00761890177,Comune di Brescia,25121,BS,60.90,2026-01-18T00:00:00.000,ts_sanamm
43729469,SELBIT2B,Banca Sella S.p.A.,00761890177,Comune di Brescia,25121,BS,29.40,2026-01-18T00:00:00.000,ts_sanamm
43729468,CIPBITMM,Nexi,80050050154,Regione Lombardia,20124,MI,23.00,2026-01-18T00:00:00.000,Licenza di Pesca
43729467,UNCRITMM,UniCredit S.p.A.,80050050154,Regione Lombardia,20124,MI,250.98,2026-01-18T00:00:00.000,Tassa Auto
43729466,CIPBITMM,Nexi,00761890177,Comune di Brescia,25121,BS,29.40,2026-01-18T00:00:00.000,ts_sanamm
43729465,ABI08514,BCC DELL'OGLIO E DEL SERIO S.C.,02481840201,ASST di Mantova,46100,MN,36.00,2026-01-18T00:00:00.000,TICKET_SANITARIO
43729601,ABI02008,Unicredit S.p.A,00880000153,Comune di Corsico,20094,MI,87.00,2026-01-18T01:00:00.000,ads_rifiuti_ac
43729600,CIPBITMM,Nexi,80050050154,Regione Lombardia,20124,MI,11.52,2026-01-18T01:00:00.000,Tassa Auto
43729599,CIPBITMM,Nexi,09319650967,ASST Ovest Milanese,20025,MI,16.64,2026-01-18T01:00:00.000,TICKET_SANITARIO
43729569,ABI08378,CRA BCC di Battipaglia e Mo.Rovella,02613080189,ASST di Pavia,27100,PV,25.00,2026-01-18T01:00:00.000,ASST727_CONCORSI
43729568,LB000484,Revolut Payments UAB,00761890177,Comune di Brescia,25121,BS,29.40,2026-01-18T01:00:00.000,ts_sanamm
43729567,PPAYITR1XXX,Postepay,80050050154,Regione Lombardia,20124,MI,51.17,2026-01-18T01:00:00.000,Tassa Auto
43729566,PPAYITR1XXX,Postepay,00832210173,Comune di Lonato del Garda,25017,BS,47.78,2026-01-18T01:00:00.000,os_violazionecds_lonato
43729482,WOLLNLB1,Worldpay BV,08558150150,Autostrada Pedemontana Lombarda Spa,20159,MI,0.70,2026-01-18T01:00:00.000,pedaggi
43729481,CIPBITMM,Nexi,00761890177,Comune di Brescia,25121,BS,34.40,2026-01-18T01:00:00.000,ts_sanamm
43729480,PPAYITR1XXX,Postepay,00761890177,Comune di Brescia,25121,BS,33.90,2026-01-18T01:00:00.000,ts_sanamm
43729479,CRPPIT2PXXX,Crédit Agricole Cariparma S.p.A.,03775110988,ASST Degli Spedali Civili di Brescia,25123,BS,2102.00,2026-01-18T01:00:00.000,ASST721_PREST_PRIV
43729657,PPAYITR1XXX,Postepay,00761890177,Comune di Brescia,25121,BS,121.10,2026-01-18T01:00:00.000,violazionecodicestrada
43729656,PPAYITR1XXX,Postepay,02032910156,Comune di Novate Milanese,20026,MI,29.40,2026-01-18T01:00:00.000,in_violazione_cds
43729673,CIPBITMM,Nexi,00761890177,Comune di Brescia,25121,BS,29.40,2026-01-18T02:00:00.000,ts_sanamm
43729672,CIPBITMM,Nexi,00761890177,Comune di Brescia,25121,BS,33.90,2026-01-18T02:00:00.000,ts_sanamm
43729671,SELBIT2B,Banca Sella S.p.A.,00832210173,Comune di Lonato del Garda,25017,BS,129.00,2026-01-18T02:00:00.000,os_violazionecds_lonato
43729670,PPAYITR1XXX,Postepay,12547300157,Azienda Speciale Servizi alla Persona e alla Famiglia Futura,20096,MI,272.72,2026-01-18T02:00:00.000,ads_retteasilinido
43729674,ABI08692,CREDITO COOPERATIVO DI BRESCIA,00761890177,Comune di Brescia,25121,BS,60.90,2026-01-18T02:00:00.000,ts_sanamm
43729680,CIPBITMM,Nexi,00761890177,Comune di Brescia,25121,BS,29.40,2026-01-18T03:00:00.000,ts_sanamm
43729679,SELBIT2B,Banca Sella S.p.A.,09320530968,ASST Gaetano Pini CTO,20122,MI,25.00,2026-01-18T03:00:00.000,TICKET_SANITARIO
43729693,WOLLNLB1,Worldpay BV,02613080189,ASST di Pavia,27100,PV,24.90,2026-01-18T03:00:00.000,ASST727_TICKET_LAB
43729692,BPMOIT22,BPER Banca S.p.A.,00761890177,Comune di Brescia,25121,BS,29.40,2026-01-18T03:00:00.000,ts_sanamm
43729683,BCITITMM,Intesa Sanpaolo S.p.A,00297960197,Comune di Cremona,26100,CR,100.00,2026-01-18T03:00:00.000,app_retta_primaria
43729682,ABI08340,Cassa Padana Banca di Credito Cooperativo - Società cooperativa,03775110988,ASST Degli Spedali Civili di Brescia,25123,BS,40.00,2026-01-18T03:00:00.000,TICKET_SANITARIO
43729681,BCITITMM,Intesa Sanpaolo S.p.A,09314320962,ASST della Brianza,20871,MB,25.00,2026-01-18T03:00:00.000,TICKET_SANITARIO
43730414,BPMOIT22,BPER Banca S.p.A.,00761890177,Comune di Brescia,25121,BS,60.90,2026-01-18T04:00:00.000,ts_sanamm
43732817,MOONITMMXXX,MOONEY S.P.A.,00336840160,Comune di Stezzano,24040,BG,49.00,2026-01-18T04:00:00.000,mensapasti
43732326,CIPBITMM,Nexi,00336840160,Comune di Stezzano,24040,BG,26.16,2026-01-18T04:00:00.000,mensapasti
43733730,WOLLNLB1,Worldpay BV,80050050154,Regione Lombardia,20124,MI,210.82,2026-01-18T05:00:00.000,Tassa Auto
43733729,BPMOIT22,BPER Banca S.p.A.,00761890177,Comune di Brescia,25121,BS,29.40,2026-01-18T05:00:00.000,ts_sanamm
43733731,CRPPIT2PXXX,Crédit Agricole Cariparma S.p.A.,08558150150,Autostrada Pedemontana Lombarda Spa,20159,MI,17.64,2026-01-18T05:00:00.000,solleciti
43733738,WOLLNLB1,Worldpay BV,80050050154,Regione Lombardia,20124,MI,32.52,2026-01-18T06:00:00.000,Tassa Auto
43733737,WOLLNLB1,Worldpay BV,80050050154,Regione Lombardia,20124,MI,33.14,2026-01-18T06:00:00.000,Tassa Auto
43733736,WOLLNLB1,Worldpay BV,80050050154,Regione Lombardia,20124,MI,180.60,2026-01-18T06:00:00.000,Tassa Auto
43733735,BPPIITRRXXX,Poste Italiane S.p.A.,08558150150,Autostrada Pedemontana Lombarda Spa,20159,MI,9.43,2026-01-18T06:00:00.000,solleciti
43733734,BPPIITRRXXX,Poste Italiane S.p.A.,08558150150,Autostrada Pedemontana Lombarda Spa,20159,MI,10.34,2026-01-18T06:00:00.000,solleciti
43733733,BCITITMM,Intesa Sanpaolo S.p.A,80050050154,Regione Lombardia,20124,MI,23.00,2026-01-18T06:00:00.000,Licenza di Pesca
43733745,BIC32698,LIS Pay SPA,00761890177,Comune di Brescia,25121,BS,34.40,2026-01-18T06:00:00.000,ts_sanamm
43733744,BIC32698,LIS Pay SPA,80034840167,Comune di Bergamo,24122,BG,26.00,2026-01-18T06:00:00.000,gm_cimit_votive
43733743,CIPBITMM,Nexi,00634160170,Comune di Rezzato,25086,BS,121.10,2026-01-18T06:00:00.000,in_violazione_cds
43733742,ABI03069,Intesa Sanpaolo S.p.A,09319690963,ASST Fatebenefratelli Sacco,20157,MI,30.30,2026-01-18T06:00:00.000,TICKET_SANITARIO
43733741,ABI03069,Intesa Sanpaolo S.p.A,80008750178,Provincia di Brescia,25121,BS,44.00,2026-01-18T06:00:00.000,os_verbali_pp
43733740,BIC32698,LIS Pay SPA,00110940145,Comune di Montagna in Valtellina,23020,SO,10.00,2026-01-18T06:00:00.000,sm_cu_os
43733739,WOLLNLB1,Worldpay BV,80050050154,Regione Lombardia,20124,MI,37.01,2026-01-18T06:00:00.000,Tassa Auto
43733977,ABI07072,EMIL BANCA  CREDITO COOPERATIVO SOC. COOP,00297960197,Comune di Cremona,26100,CR,48.39,2026-01-18T07:00:00.000,is_violazioni_cds
