id,psp_id,psp_desc,ente_cf,ente_desc,ente_cap,ente_prov,pag_importo,pag_data,tipo_dovuto
43350314,BCITITMM,Intesa Sanpaolo S.p.A,00827470170,Comune di Polaveno,25060,BS,91.50,2026-01-06T00:00:00.000,mensascolastica
43350313,WOLLNLB1,Worldpay BV,80050050154,Regione Lombardia,20124,MI,191.87,2026-01-06T00:00:00.000,Tassa Auto
43350312,CIPBITMM,Nexi,90025280208,Unione dei Comuni Castelli Morenici,46040,MN,42.00,2026-01-06T00:00:00.000,ef_rette_scolastiche
43350311,MOONITMMXXX,MOONEY S.P.A.,83000990164,Comune di Fontanella,24056,BG,100.00,2026-01-06T00:00:00.000,dt_serviziscolastici
43350310,CIPBITMM,Nexi,00405070129,Comune di Lavena Ponte Tresa,21037,VA,51.24,2026-01-06T00:00:00.000,sc_votive
43350308,BCITITMM,Intesa Sanpaolo S.p.A,00297960197,Comune di Cremona,26100,CR,37.90,2026-01-06T00:00:00.000,is_violazioni_cds
43350307,ABI02008,Unicredit S.p.A,04935070153,Comune di Ozzero,20080,MI,45.00,2026-01-06T00:00:00.000,dg_mensescolastiche
43350306,BPMOIT22,BPER Banca S.p.A.,08558150150,Autostrada Pedemontana Lombarda Spa,20159,MI,4.17,2026-01-06T00:00:00.000,solleciti
43350305,BNLIITRR,Worldline,03510190121,ASST Valle Olona,21052,VA,33.60,2026-01-06T00:00:00.000,TICKET_SANITARIO
43350304,ABI02008,Unicredit S.p.A,84507570152,Comune di Lodi,26900,LO,29.40,2026-01-06T00:00:00.000,mg_violazioni_cds
43350303,UNCRITMM,UniCredit S.p.A.,00467720181,Comune di Stradella,27049,PV,220.00,2026-01-06T00:00:00.000,mensascolastica
43350302,PPAYITR1XXX,Postepay,12698710964,Fondazione IRCCS San Gerardo dei Tintori di Monza,20900,MB,25.00,2026-01-06T00:00:00.000,TICKET_SANITARIO
43350295,BCITITMM,Intesa Sanpaolo S.p.A,03775820982,ASST della Franciacorta,25032,BS,21.40,2026-01-06T00:00:00.000,TICKET_SANITARIO
43350294,BCITITMM,Intesa Sanpaolo S.p.A,00761890177,Comune di Brescia,25121,BS,145.97,2026-01-06T00:00:00.000,mensascolasticaprimaria
43350293,ABI03385,Isy Bank S.p.A.,08558150150,Autostrada Pedemontana Lombarda Spa,20159,MI,7.76,2026-01-06T00:00:00.000,solleciti
43350292,ABI03442,Widiba,80008750178,Provincia di Brescia,25121,BS,12.60,2026-01-06T00:00:00.000,os_violazionecds
43350291,WOLLNLB1,Worldpay BV,80050050154,Regione Lombardia,20124,MI,49.51,2026-01-06T00:00:00.000,Tassa Auto
