id,psp_id,psp_desc,ente_cf,ente_desc,ente_cap,ente_prov,pag_importo,pag_data,tipo_dovuto
43203114,ABI03069,Intesa Sanpaolo S.p.A,80008750178,Provincia di Brescia,25121,BS,39.00,2026-01-01T00:00:00.000,os_verbali_pp
43203113,BCITITMM,Intesa Sanpaolo S.p.A,00233930130,Comune di Cantù,22063,CO,18.20,2026-01-01T00:00:00.000,mg_violazioni_cds
43203112,BPMOIT22,BPER Banca S.p.A.,03622110132,ASST Lariana,22100,CO,150.00,2026-01-01T00:00:00.000,TICKET_SANITARIO
43203111,ABI03069,Intesa Sanpaolo S.p.A,84503580155,Comune di Mediglia,20060,MI,141.00,2026-01-01T00:00:00.000,TB_RIFIUTI
43203110,ABI03032,Credito Emiliano SpA.,00468340187,Comune di Zeccone,27010,PV,150.63,2026-01-01T00:00:00.000,concessionicimiteriali
43203109,BCITITMM,Intesa Sanpaolo S.p.A,84503580155,Comune di Mediglia,20060,MI,93.00,2026-01-01T00:00:00.000,TB_RIFIUTI
43203108,BCITITMM,Intesa Sanpaolo S.p.A,80050050154,Regione Lombardia,20124,MI,69.96,2026-01-01T00:00:00.000,Tassa Auto
43203134,ABI02008,Unicredit S.p.A,83005620154,Comune di Limbiate,20812,MB,93.00,2026-01-01T00:00:00.000,mg_rifiuti_ac
43203133,BCITITMM,Intesa Sanpaolo S.p.A,80050050154,Regione Lombardia,20124,MI,52.55,2026-01-01T00:00:00.000,Tassa Auto
43203132,CIPBITMM,Nexi,80050050154,Regione Lombardia,20124,MI,242.87,2026-01-01T00:00:00.000,Tassa Auto
43203131,CRPPIT2PXXX,Crédit Agricole Cariparma S.p.A.,08558150150,Autostrada Pedemontana Lombarda Spa,20159,MI,150.36,2026-01-01T00:00:00.000,solleciti
43203130,CRPPIT2PXXX,Crédit Agricole Cariparma S.p.A.,08558150150,Autostrada Pedemontana Lombarda Spa,20159,MI,34.55,2026-01-01T00:00:00.000,solleciti
43203129,BCITITMM,Intesa Sanpaolo S.p.A,80050050154,Regione Lombardia,20124,MI,131.58,2026-01-01T00:00:00.000,Tassa Auto
43203128,PPAYITR1XXX,Postepay,09314190969,ATS della Brianza,20900,MB,80.64,2026-01-01T00:00:00.000,ATS324_ECOFIN
43203127,PPAYITR1XXX,Postepay,00684170160,Comune di Albano Sant'Alessandro,24061,BG,68.40,2026-01-01T00:00:00.000,acm_mensascuola
43203126,PPAYITR1XXX,Postepay,80008750178,Provincia di Brescia,25121,BS,44.00,2026-01-01T00:00:00.000,os_verbali_pp
43203125,PPAYITR1XXX,Postepay,08558150150,Autostrada Pedemontana Lombarda Spa,20159,MI,4.71,2026-01-01T00:00:00.000,solleciti
43203124,BPMOIT22,BPER Banca S.p.A.,80005370137,Comune di Como,22100,CO,122.00,2026-01-01T00:00:00.000,TB_RIFIUTI
43203123,ABI03069,Intesa Sanpaolo S.p.A,03510140126,ATS dell'Insubria,21100,VA,106.99,2026-01-01T00:00:00.000,ATS322_SAN_AMM
43203122,ABI03069,Intesa Sanpaolo S.p.A,03351920156,Comune di Vanzago,20043,MI,253.31,2026-01-01T00:00:00.000,in_violazione_cds
43203121,CIPBITMM,Nexi,80050050154,Regione Lombardia,20124,MI,113.61,2026-01-01T00:00:00.000,Tassa Auto
43203120,ABI03069,Intesa Sanpaolo S.p.A,08558150150,Autostrada Pedemontana Lombarda Spa,20159,MI,3.83,2026-01-01T00:00:00.000,solleciti
43203119,ABI02008,Unicredit S.p.A,08558150150,Autostrada Pedemontana Lombarda Spa,20159,MI,5.03,2026-01-01T00:00:00.000,solleciti
43203118,ABI03069,Intesa Sanpaolo S.p.A,00761890177,Comune di Brescia,25121,BS,188.99,2026-01-01T00:00:00.000,mensascolasticaprimaria
43203117,ABI03069,Intesa Sanpaolo S.p.A,00271270126,Comune di Induno Olona,21056,VA,106.00,2026-01-01T00:00:00.000,tassarifiuti
43203116,ABI03069,Intesa Sanpaolo S.p.A,00271270126,Comune di Induno Olona,21056,VA,86.00,2026-01-01T00:00:00.000,tassarifiuti
43203115,ABI03069,Intesa Sanpaolo S.p.A,00293540175,Comune di Travagliato,25039,BS,367.00,2026-01-01T00:00:00.000,mg_rend_catastali
43203275,ABI36772,HYPE S.P.A.,00761890177,Comune di Brescia,25121,BS,29.40,2026-01-01T01:00:00.000,ts_sanamm
43203274,ABI03069,Intesa Sanpaolo S.p.A,80005370137,Comune di Como,22100,CO,29.40,2026-01-01T01:00:00.000,meg_preavvisi_cds
43203241,MOONITMMXXX,MOONEY S.P.A.,80050050154,Regione Lombardia,20124,MI,60.31,2026-01-01T01:00:00.000,Tassa Auto
